wall_seconds,reset_count,step,cycle_mode,cycle_count,experiment,symmetry_break,drive_env,gate_value,signal_phase,corr_value,replay_period_ratio,frequency_faithfulness,output_omega,output_replay_adv,current_balance,C_mean,C_slow_mean,R_mean,S_mean,dC_mean,dC_pos_mean,dC_neg_mean,R_slow_mean,retention_mean,improve_mean,degrade_mean,surprise_gate_mean,quiet_prune_mean,S_growth_mean,S_mass
1.8827224997803569,0,1,warmup,0,temporal_v1,,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.32262593507766724,0.032262593507766724,0.4811006784439087,0.12478934973478317,0.32262593507766724,0.32262593507766724,0.0,0.009622013196349144,0.0,0.3206259310245514,0.0,0.0,0.07037799060344696,0.0,0.12478934228420258
4.75163699965924,0,11,warmup,0,temporal_v1,,0.0,0.0,0.7853981633974483,0.0,nan,nan,0.0,0.0,0.0,0.8713119029998779,0.11616751551628113,0.07561246305704117,0.12439091503620148,0.839049220085144,0.839049220085144,0.0,0.010941822081804276,0.032262593507766724,0.8370492458343506,0.0,0.0011720939073711634,0.06905817985534668,0.0409540981054306,0.12439092248678207
6.925545299425721,0,21,warmup,0,temporal_v1,,0.0,0.0,1.5707963267948966,0.0,nan,nan,0.0,0.0,0.0,0.9118061065673828,0.19573137164115906,0.05158282816410065,0.1247071921825409,0.7956385612487793,0.7956401109695435,1.5705809346400201e-06,0.01175464317202568,0.11616751551628113,0.7936421036720276,0.0,0.0044356659054756165,0.06824535131454468,0.17574173212051392,0.12470719963312149
8.449260899797082,0,31,warmup,0,temporal_v1,,0.0,0.0,2.356194490192345,0.0,nan,nan,0.0,0.0,0.0,0.9294302463531494,0.26910126209259033,0.04101061820983887,0.1259327083826065,0.7336989045143127,0.7337349653244019,3.611142165027559e-05,0.012339761480689049,0.19573137164115906,0.7317389249801636,3.220517100999132e-05,0.008633432909846306,0.06766024231910706,0.3532744348049164,0.1259327083826065
10.578827800229192,0,41,warmup,0,temporal_v1,,0.0,0.0,3.141592653589793,0.0,nan,nan,0.0,0.0,0.0,0.9466588497161865,0.33685702085494995,0.031095441430807114,0.12828652560710907,0.6775575876235962,0.6775798797607422,2.2227002773433924e-05,0.012714875862002373,0.26910126209259033,0.6755837202072144,2.027387745329179e-05,0.011636507697403431,0.06728512048721313,0.5760563611984253,0.12828654050827026
12.041895499452949,0,51,warmup,0,temporal_v1,,0.0,0.0,3.9269908169872414,0.0,nan,nan,0.0,0.0,0.0,0.9556841850280762,0.3987397253513336,0.02569207176566124,0.13118115067481995,0.618827223777771,0.6188422441482544,1.50870910147205e-05,0.012974420562386513,0.33685702085494995,0.6168464422225952,1.118084037443623e-05,0.014030525460839272,0.0670255720615387,0.6831132769584656,0.13118113577365875
14.183539799414575,0,61,warmup,0,temporal_v1,,0.0,0.0,4.71238898038469,0.0,nan,nan,0.0,0.0,0.0,0.9577046036720276,0.45463621616363525,0.0245808232575655,0.1342003494501114,0.5589649081230164,0.5593069791793823,0.0003420720750000328,0.013206548057496548,0.3987397253513336,0.5573147535324097,0.00033425958827137947,0.01631748490035534,0.06679344922304153,0.7048797607421875,0.13420036435127258
15.660252999514341,0,71,warmup,0,temporal_v1,,0.0,0.0,5.497787143782138,0.0,nan,nan,0.0,0.0,0.0,0.9616577625274658,0.5053383111953735,0.02240658923983574,0.13764789700508118,0.5070215463638306,0.5074172019958496,0.0003956638975068927,0.013390550389885902,0.45463621616363525,0.5054270029067993,0.0003858983109239489,0.018536649644374847,0.0666094422340393,0.7847574949264526,0.13764789700508118
17.78791769966483,0,81,warmup,0,temporal_v1,,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.9675624370574951,0.5515607595443726,0.018719561398029327,0.14168307185173035,0.4622241258621216,0.46308934688568115,0.0008652276592329144,0.013497130014002323,0.5053383111953735,0.46110299229621887,0.0008515558438375592,0.020004596561193466,0.06650286912918091,0.9003874063491821,0.14168307185173035
19.235122700221837,0,91,warmup,0,temporal_v1,,0.0,0.0,0.7853981633974483,0.0,nan,nan,0.0,0.0,0.0,0.9704285264015198,0.5934475064277649,0.01714322715997696,0.14593064785003662,0.4188677668571472,0.4206557869911194,0.0017880310770124197,0.01357005164027214,0.5515607595443726,0.4186733663082123,0.0017704530619084835,0.02120831608772278,0.06643079221248627,0.9414618015289307,0.14593064785003662
21.334984499961138,0,101,warmup,0,temporal_v1,,0.0,0.0,1.5707963267948966,0.0,nan,nan,0.0,0.0,0.0,0.9789031744003296,0.6319930553436279,0.012042713351547718,0.1503293812274933,0.3854556679725647,0.3861759305000305,0.0007202549604699016,0.013539506122469902,0.5934475064277649,0.38418763875961304,0.000708536128513515,0.02161143347620964,0.06647153198719025,0.9841982126235962,0.1503293812274933
22.78349869977683,0,111,warmup,0,temporal_v1,,0.0,0.0,2.356194490192345,0.0,nan,nan,0.0,0.0,0.0,0.980238139629364,0.6668175458908081,0.01130848191678524,0.15407735109329224,0.3482450544834137,0.3490799367427826,0.000834870443213731,0.0134948855265975,0.6319930553436279,0.3470897078514099,0.0008251047693192959,0.021950187161564827,0.06652312725782394,0.9229162931442261,0.15407735109329224
24.891284399665892,0,121,warmup,0,temporal_v1,,0.0,0.0,3.141592653589793,0.0,nan,nan,0.0,0.0,0.0,0.9810398817062378,0.698239803314209,0.010867544449865818,0.15765319764614105,0.3142222762107849,0.3154153823852539,0.0011931154876947403,0.01344233937561512,0.6668175458908081,0.3134310245513916,0.0011774904560297728,0.02226693369448185,0.06657499074935913,0.8767448663711548,0.15765319764614105
26.35119180008769,0,131,warmup,0,temporal_v1,,0.0,0.0,3.9269908169872414,0.0,nan,nan,0.0,0.0,0.0,0.981701135635376,0.726585865020752,0.010503829456865788,0.1605120301246643,0.2834613621234894,0.28477558493614197,0.0013142211828380823,0.013383569195866585,0.698239803314209,0.2827873229980469,0.0013025024672970176,0.022581998258829117,0.06663206219673157,0.8194007873535156,0.1605120301246643
28.458042100071907,0,141,warmup,0,temporal_v1,,0.0,0.0,4.71238898038469,0.0,nan,nan,0.0,0.0,0.0,0.9822514653205872,0.7521524429321289,0.010201169177889824,0.16268646717071533,0.25566551089286804,0.2572576105594635,0.0015920830192044377,0.013319921679794788,0.726585865020752,0.2552732527256012,0.0015764578711241484,0.022897467017173767,0.06669484078884125,0.7631680369377136,0.16268646717071533
29.915413999930024,0,151,warmup,0,temporal_v1,,0.0,0.0,5.497787143782138,0.0,nan,nan,0.0,0.0,0.0,0.9829587340354919,0.7752330303192139,0.009812148287892342,0.16471324861049652,0.23080632090568542,0.23261763155460358,0.0018113194964826107,0.013249766081571579,0.7521524429321289,0.23063519597053528,0.0017937412485480309,0.023123791441321373,0.06676357984542847,0.7313234806060791,0.16471323370933533
32.0259898994118,0,161,warmup,0,temporal_v1,,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.9835367202758789,0.7960634231567383,0.009494282305240631,0.16664822399616241,0.20830363035202026,0.2105526328086853,0.0022490026894956827,0.01317465677857399,0.7752330303192139,0.2085682600736618,0.002233377657830715,0.023293670266866684,0.06683667749166489,0.6821091175079346,0.1666482388973236
33.484811400063336,0,171,warmup,0,temporal_v1,,0.0,0.0,0.7853981633974483,0.0,nan,nan,0.0,0.0,0.0,0.9844245910644531,0.8148995041847229,0.00900591816753149,0.1685073971748352,0.18836122751235962,0.19088149070739746,0.002520254347473383,0.013091281987726688,0.7960634231567383,0.18890881538391113,0.002492910251021385,0.023339837789535522,0.0669185221195221,0.658149003982544,0.1685074269771576
35.59481299947947,0,181,warmup,0,temporal_v1,,0.0,0.0,1.5707963267948966,0.0,nan,nan,0.0,0.0,0.0,0.9854136109352112,0.8319509029388428,0.008461982011795044,0.17020872235298157,0.1705140918493271,0.17344069480895996,0.002926592482253909,0.01299869641661644,0.8148995041847229,0.17146217823028564,0.0029051080346107483,0.02330861985683441,0.06700953096151352,0.62941974401474,0.17020872235298157
37.104160900227726,0,191,day,0,temporal_v1,,0.16189187592777776,0.16189187592777776,2.356194490192345,0.0,nan,nan,0.0006243046373128891,0.0,0.0,0.9860759377479553,0.8473633527755737,0.008097697049379349,0.17186543345451355,0.15412503480911255,0.15761344134807587,0.0034884035121649504,0.01290067657828331,0.8319509029388428,0.15564173460006714,0.0034610601142048836,0.023187443614006042,0.06710594147443771,0.6033389568328857,0.17186543345451355
39.25681519974023,0,201,day,0,temporal_v1,,0.46104788997414325,0.46104788997414325,3.141592653589793,0.0,nan,nan,0.007471933029592037,0.0,0.0,0.9939153790473938,0.8620185852050781,0.0033465209417045116,0.17354275286197662,0.14655205607414246,0.14690490067005157,0.0003528464585542679,0.012709593400359154,0.8473633527755737,0.14492052793502808,0.00033722148509696126,0.022289447486400604,0.06729541718959808,0.5959610939025879,0.17354273796081543
40.71674960013479,0,211,day,0,temporal_v1,,0.6534225494796748,0.6534225494796748,3.9269908169872414,0.0,nan,nan,0.016233211383223534,0.0,0.0,0.994661271572113,0.8752827644348145,0.0029362980276346207,0.17499947547912598,0.1326427310705185,0.13354235887527466,0.0008996294345706701,0.012514127418398857,0.8620185852050781,0.13155800104141235,0.0008840044611133635,0.021290745586156845,0.06748926639556885,0.5310932397842407,0.17499949038028717
42.85555419977754,0,221,day,0,temporal_v1,,0.7771306077576989,0.7771306077576989,4.71238898038469,0.0,nan,nan,0.021406156942248344,0.0,0.0,0.9967292547225952,0.8874274492263794,0.0017989035695791245,0.1761627346277237,0.12144647538661957,0.12144647538661957,0.0,0.012299823574721813,0.8752827644348145,0.11944764852523804,0.0,0.020289521664381027,0.06770196557044983,0.4631361961364746,0.1761627346277237
44.31325010024011,0,231,day,0,temporal_v1,,0.8566820607518443,0.8566820607518443,5.497787143782138,0.0,nan,nan,0.022266032174229622,0.0,0.0,0.9983417987823486,0.8985188007354736,0.0009120021131820977,0.17710590362548828,0.11091439425945282,0.11091439425945282,0.0,0.012072067707777023,0.8874274492263794,0.10891439020633698,0.0,0.019313372671604156,0.06792815029621124,0.4002732038497925,0.17710590362548828
46.446244900114834,0,241,day,0,temporal_v1,,0.907838256731067,0.907838256731067,0.0,0.0,nan,nan,0.0242085512727499,0.0,0.0,0.999104380607605,0.9085773825645447,0.0004925986286252737,0.17780321836471558,0.10058552771806717,0.10058552771806717,0.0,0.011840478517115116,0.8985188007354736,0.09858553111553192,0.0,0.01835864596068859,0.06815952062606812,0.34541046619415283,0.17780323326587677
47.92345659993589,0,251,day,0,temporal_v1,,0.9407346563387178,0.9407346563387178,0.7853981633974483,0.0,nan,nan,0.02688540145754814,0.0,0.0,0.9993549585342407,0.9176551103591919,0.00035477630444802344,0.17829515039920807,0.09077758342027664,0.09077758342027664,0.0,0.011610765010118484,0.9085773825645447,0.0887775868177414,0.0,0.017437361180782318,0.06838922947645187,0.29767295718193054,0.17829515039920807
50.0282843997702,0,261,day,0,temporal_v1,,0.9618889483346624,0.9618889483346624,1.5707963267948966,0.0,nan,nan,0.02859301120042801,0.0,0.0,0.9991790652275085,0.9258074760437012,0.0004515212494879961,0.17872554063796997,0.08152393996715546,0.08152393996715546,0.0,0.011387580074369907,0.9176551103591919,0.0795239508152008,0.0,0.01655000075697899,0.06861241906881332,0.2560737729072571,0.17872554063796997
51.4889105996117,0,271,day,0,temporal_v1,,0.9754923844306177,0.9754923844306177,2.356194490192345,0.0,nan,nan,0.02929866313934326,0.0,0.0,0.9986122846603394,0.933087944984436,0.0007632432971149683,0.17903339862823486,0.07280480861663818,0.07280480861663818,0.0,0.011175094172358513,0.9258074760437012,0.07080480456352234,0.0,0.015693336725234985,0.068824902176857,0.21982711553573608,0.17903339862823486
53.6109023001045,0,281,day,0,temporal_v1,,0.9842401824496777,0.9842401824496777,3.141592653589793,0.0,nan,nan,0.03191537782549858,0.0,0.0,0.997695803642273,0.9395487308502197,0.0012673127930611372,0.17920178174972534,0.06460785865783691,0.06496381759643555,0.00035596179077401757,0.010976938530802727,0.933087944984436,0.06297944486141205,0.00034033681731671095,0.014887365512549877,0.06902305781841278,0.1883196234703064,0.17920178174972534
55.067579300142825,0,291,day,0,temporal_v1,,0.9898655236974689,0.9898655236974689,3.9269908169872414,0.0,nan,nan,0.034525420516729355,0.0,0.0,0.9965090155601501,0.9452446699142456,0.0019200455863028765,0.17931604385375977,0.05696031078696251,0.05795592814683914,0.0009956195717677474,0.010795800015330315,0.9395487308502197,0.055972740054130554,0.0009799945401027799,0.014144212007522583,0.06920419633388519,0.16106462478637695,0.17931604385375977
57.18442039936781,0,301,day,0,temporal_v1,,0.9934829442283445,0.9934829442283445,4.71238898038469,0.0,nan,nan,0.03570093959569931,0.0,0.0,0.995535671710968,0.9502737522125244,0.0024553961120545864,0.17937909066677094,0.05029093101620674,0.05219995230436325,0.001909016165882349,0.010628992691636086,0.9452446699142456,0.05024486780166626,0.0018640944035723805,0.013526605442166328,0.06937100738286972,0.13731558620929718,0.17937910556793213
58.653833200223744,0,311,day,0,temporal_v1,,0.9958091553363977,0.9958091553363977,5.497787143782138,0.0,nan,nan,0.03555084764957428,0.0,0.0,0.9990922212600708,0.955155611038208,0.0004992839531041682,0.17939306795597076,0.048818424344062805,0.048818424344062805,0.0,0.010426398366689682,0.9502737522125244,0.04681842774152756,0.0,0.012810188345611095,0.06957359611988068,0.12023711949586868,0.17939306795597076
60.779805599711835,0,321,day,0,temporal_v1,,0.9973050439324407,0.9973050439324407,0.0,0.0,nan,nan,0.03395333141088486,0.0,0.0,0.9997426867485046,0.9596142768859863,0.00014154378732200712,0.17936497926712036,0.044587038457393646,0.044587038457393646,0.0,0.010220701806247234,0.955155611038208,0.0425870418548584,0.0,0.01211138628423214,0.06977929174900055,0.10320053994655609,0.17936497926712036
62.2506405999884,0,331,day,0,temporal_v1,,0.9982669870183565,0.9982669870183565,0.7853981633974483,0.0,nan,nan,0.033296506851911545,0.0,0.0,0.9998584985733032,0.9636386632919312,7.781612657709047e-05,0.17932450771331787,0.04024422913789749,0.04024422913789749,0.0,0.010017843917012215,0.9596142768859863,0.03824422508478165,0.0,0.01146521046757698,0.06998215615749359,0.08820441365242004,0.17932450771331787
64.37148419953883,0,341,day,0,temporal_v1,,0.9988855721877258,0.9988855721877258,1.5707963267948966,0.0,nan,nan,0.03365594893693924,0.0,0.0,0.9996119737625122,0.9672360420227051,0.00021341351384762675,0.1792793720960617,0.035973288118839264,0.035973288118839264,0.0,0.009821755811572075,0.9636386632919312,0.03397328406572342,0.0,0.010855133645236492,0.07017824053764343,0.0752057433128357,0.1792793571949005
65.83555829990655,0,351,day,0,temporal_v1,,0.9992833583118388,0.9992833583118388,2.356194490192345,0.0,nan,nan,0.034049998968839645,0.0,0.0,0.9990465641021729,0.9704170227050781,0.0005243702325969934,0.17917707562446594,0.03181060403585434,0.03181060403585434,0.0,0.009635807946324348,0.9672360420227051,0.029810599982738495,0.0,0.010299421846866608,0.07036419212818146,0.06385000795125961,0.17917707562446594
67.95817149989307,0,361,day,0,temporal_v1,,0.9995391578498364,0.9995391578498364,3.141592653589793,0.0,nan,nan,0.03560583293437958,0.0,0.0,0.9982012510299683,0.9731954336166382,0.0009893163805827498,0.17908412218093872,0.027784209698438644,0.028203193098306656,0.0004189847968518734,0.009462878108024597,0.9704170227050781,0.02621881663799286,0.0004033598233945668,0.009814251214265823,0.07053712010383606,0.05394050478935242,0.17908413708209991
69.41855429951102,0,371,day,0,temporal_v1,,0.9997036517818099,0.9997036517818099,3.9269908169872414,0.0,nan,nan,0.03683870658278465,0.0,0.0,0.9973594546318054,0.9756118655204773,0.001452300464734435,0.17905330657958984,0.024164021015167236,0.025249388068914413,0.0010853670537471771,0.00930266734212637,0.9731954336166382,0.023265011608600616,0.0010697421384975314,0.00948236882686615,0.07069732993841171,0.045416977256536484,0.17905330657958984
71.53434619959444,0,381,day,0,temporal_v1,,0.9998094309160017,0.9998094309160017,4.71238898038469,0.0,nan,nan,0.03695584461092949,0.0,0.0,0.9984016418457031,0.9778907895088196,0.00087909703142941,0.17901773750782013,0.02278982661664486,0.02302640862762928,0.00023658154532313347,0.009134195744991302,0.9756118655204773,0.021042034029960632,0.00022095655731391162,0.009079844690859318,0.07086579501628876,0.03916752338409424,0.17901773750782013
73.01261989958584,0,391,day,0,temporal_v1,,0.9998774530314448,0.9998774530314448,5.497787143782138,0.0,nan,nan,0.03638112172484398,0.0,0.0,0.9994335174560547,0.9800450205802917,0.0003115570289082825,0.17900051176548004,0.021542757749557495,0.021542757749557495,0.0,0.008957743644714355,0.9778907895088196,0.01954275742173195,0.0,0.00858386605978012,0.0710422545671463,0.037512730807065964,0.17900049686431885
75.12372899986804,0,401,day,0,temporal_v1,,1.0,1.0,0.0,0.0,nan,nan,0.03431638702750206,0.0,0.0,0.9998693466186523,0.9820274114608765,7.18769952072762e-05,0.17905566096305847,0.019824283197522163,0.019824283197522163,0.0,0.00878002680838108,0.9800450205802917,0.017824282869696617,0.0,0.008091412484645844,0.07121997326612473,0.033093854784965515,0.17905566096305847
76.59720059949905,0,411,day,0,temporal_v1,,1.0,1.0,0.7853981633974483,0.0,nan,nan,0.0337938629090786,0.0,0.0,0.9999362826347351,0.9838182926177979,3.50492809957359e-05,0.17901426553726196,0.017908837646245956,0.017908837646245956,0.0,0.008605126291513443,0.9820274114608765,0.01590883731842041,0.0,0.007627373561263084,0.07139486819505692,0.027869325131177902,0.17901425063610077
78.76902570016682,0,421,day,0,temporal_v1,,1.0,1.0,1.5707963267948966,0.0,nan,nan,0.034194719046354294,0.0,0.0,0.9997310638427734,0.9854095578193665,0.00014791765715926886,0.1788785308599472,0.01591275818645954,0.01591275818645954,0.0,0.008435983210802078,0.9838182926177979,0.013912757858633995,0.0,0.007213044911623001,0.07156401872634888,0.02283898927271366,0.1788785308599472
80.23996169958264,0,431,day,0,temporal_v1,,1.0,1.0,2.356194490192345,0.0,nan,nan,0.03454059734940529,0.0,0.0,0.9992832541465759,0.9867969155311584,0.0003942082403227687,0.17873384058475494,0.01387370377779007,0.01387370377779007,0.0,0.008275147527456284,0.9854095578193665,0.011873703449964523,0.0,0.0068702371791005135,0.07172484695911407,0.017843421548604965,0.17873385548591614
82.36689430009574,0,441,night,0,temporal_v1,,0.0,0.0,3.141592653589793,0.0,nan,nan,0.035117294639348984,0.01628163643181324,0.0,0.9996834993362427,0.9880855083465576,0.00017406785627827048,0.17861157655715942,0.012886611744761467,0.012886611744761467,0.0,0.008113126270473003,0.9867969155311584,0.01088661141693592,0.0,0.0064776381477713585,0.07188686728477478,0.01736428402364254,0.17861157655715942
83.83486519940197,0,451,night,0,temporal_v1,,0.0,0.0,3.9269908169872414,0.9992896318435669,nan,nan,0.03442124277353287,0.01595892384648323,0.0,0.9998936653137207,0.9892663359642029,5.849095759913325e-05,0.1785133183002472,0.011808112263679504,0.011808112263679504,0.0,0.007952033542096615,0.9880855083465576,0.009808111935853958,0.0,0.006096165161579847,0.07204796373844147,0.01475683692842722,0.1785133183002472
85.95990819949657,0,461,night,0,temporal_v1,,0.0,0.0,4.71238898038469,0.9975292682647705,nan,nan,0.033738985657691956,0.015642603859305382,0.0,0.9999240636825562,0.9903321266174316,4.175748472334817e-05,0.1783682107925415,0.010657746344804764,0.010657746344804764,0.0,0.007793827913701534,0.9892663359642029,0.008657746016979218,0.0,0.005727377720177174,0.07220616936683655,0.01229086797684431,0.1783682107925415
87.43562859948725,0,471,night,0,temporal_v1,,0.0,0.0,5.497787143782138,0.9915565252304077,nan,nan,0.03307025507092476,0.015332556329667568,0.0,0.9999403953552246,0.9912928342819214,3.277712676208466e-05,0.178205668926239,0.009608319029211998,0.009608319029211998,0.0,0.007638607174158096,0.9903321266174316,0.007608319632709026,0.0,0.005373519845306873,0.07236139476299286,0.01019462663680315,0.178205668926239
89.5636420994997,0,481,night,0,temporal_v1,,0.0,0.0,0.0,0.8443063497543335,nan,nan,0.03241478279232979,0.015028655529022217,0.0,0.9999518394470215,0.9921587705612183,2.6501420506974682e-05,0.17811554670333862,0.008658919483423233,0.008658919483423233,0.0,0.007486365269869566,0.9912928342819214,0.006658919155597687,0.0,0.005033554509282112,0.0725136324763298,0.008424930274486542,0.17811553180217743
